Date of Expense,Quarter,Expense Category,Operating Expenses,Payment Method,Department,Supplier Name,Invoice/Receipt Reference,Expense Approval,Budgeted Amount vs. Actual Spend,Location,Department ID,Business Group
2023-10-02 00:00:00,Q4 2023,Marketing,6876,Bank Transfer,Research & Development,Tencent,INV1084,Approved,736,Ras Al Khaimah,9,AMMROC
2023-10-02 00:00:00,Q4 2023,Software Subscriptions,4655,Cash,Sales,Intuit,INV3161,Rejected,-418,Sharjah,6,GAL
2023-10-02 00:00:00,Q4 2023,Marketing,9979,Bank Transfer,Sales,Amazon,INV5501,Approved,-392,Dubai,6,Abu Dhabi Aviation
2023-10-03 00:00:00,Q4 2023,Rent,5791,Cash,Operations,Amazon,INV7244,Approved,1494,Fujairah,4,Etihad Engineering
2023-10-03 00:00:00,Q4 2023,Marketing,6077,Credit Card,IT,Dell Technologies,INV7220,Rejected,1183,Sharjah,1,AMMROC
2023-10-04 00:00:00,Q4 2023,Utilities,759,Credit Card,Product Development,SAP,INV2562,Pending,724,Ras Al Khaimah,8,GAL
2023-10-04 00:00:00,Q4 2023,Utilities,6395,Bank Transfer,HR,Intel,INV8714,Rejected,-438,Ajman,2,Abu Dhabi Aviation
2023-10-04 00:00:00,Q4 2023,Salaries,798,Bank Transfer,IT,Google,INV5888,Pending,470,Sharjah,1,Etihad Engineering
2023-10-04 00:00:00,Q4 2023,Marketing,9251,Credit Card,HR,HP Inc.,INV7941,Pending,-13,Ras Al Khaimah,2,AMMROC
2023-10-05 00:00:00,Q4 2023,Salaries,8419,Credit Card,IT,Google,INV1056,Rejected,730,Sharjah,1,GAL
2023-10-06 00:00:00,Q4 2023,Marketing,8087,Credit Card,IT,IBM,INV4692,Pending,399,Abu Dhabi,1,Abu Dhabi Aviation
2023-10-07 00:00:00,Q4 2023,Salaries,8422,Credit Card,Research & Development,PayPal,INV6992,Approved,95,Ras Al Khaimah,9,Etihad Engineering
2023-10-07 00:00:00,Q4 2023,Marketing,2147,Credit Card,IT,IBM,INV2584,Rejected,1319,Fujairah,1,AMMROC
2023-10-07 00:00:00,Q4 2023,Utilities,7005,Cash,Operations,Intel,INV2615,Rejected,303,Abu Dhabi,4,GAL
2023-10-09 00:00:00,Q4 2023,Software Subscriptions,7225,Credit Card,Sales,Accenture,INV3875,Approved,-460,Ras Al Khaimah,6,Abu Dhabi Aviation
2023-10-09 00:00:00,Q4 2023,Software Subscriptions,3454,Credit Card,Customer Support,Intel,INV1049,Approved,1295,Fujairah,7,Etihad Engineering
2023-10-10 00:00:00,Q4 2023,Rent,2579,Credit Card,HR,Intuit,INV8639,Pending,-262,Ras Al Khaimah,2,AMMROC
2023-10-10 00:00:00,Q4 2023,Maintenance,4043,Bank Transfer,Sales,Huawei,INV9721,Pending,746,Sharjah,6,GAL
2023-10-10 00:00:00,Q4 2023,Marketing,9640,Cash,Customer Support,SAP,INV7073,Approved,1390,Umm Al Quwain,7,Abu Dhabi Aviation
2023-10-11 00:00:00,Q4 2023,Software Subscriptions,930,Bank Transfer,HR,Adobe Inc.,INV3196,Approved,166,Ras Al Khaimah,2,Etihad Engineering
2023-10-11 00:00:00,Q4 2023,Utilities,8255,Credit Card,HR,Google,INV2017,Rejected,-51,Fujairah,2,AMMROC
2023-10-11 00:00:00,Q4 2023,Maintenance,7660,Bank Transfer,Customer Support,Oracle,INV7079,Pending,1312,Fujairah,7,GAL
2023-10-11 00:00:00,Q4 2023,Rent,1763,Bank Transfer,IT,Google,INV7771,Rejected,1352,Umm Al Quwain,1,Abu Dhabi Aviation
2023-10-12 00:00:00,Q4 2023,Utilities,5188,Credit Card,Product Development,Cisco Systems,INV3178,Rejected,489,Sharjah,8,Etihad Engineering
2023-10-13 00:00:00,Q4 2023,Utilities,5992,Credit Card,Marketing,Google,INV6140,Pending,-284,Dubai,3,AMMROC
2023-10-14 00:00:00,Q4 2023,Maintenance,5832,Cash,Sales,Adobe Inc.,INV5026,Approved,165,Sharjah,6,GAL
2023-10-15 00:00:00,Q4 2023,Utilities,8766,Bank Transfer,Research & Development,Huawei,INV8378,Approved,1438,Ras Al Khaimah,9,Abu Dhabi Aviation
2023-10-15 00:00:00,Q4 2023,Salaries,7521,Cash,Sales,PayPal,INV6053,Pending,-394,Fujairah,6,Etihad Engineering
2023-10-15 00:00:00,Q4 2023,Rent,5234,Bank Transfer,Research & Development,Dell Technologies,INV9899,Approved,581,Umm Al Quwain,9,AMMROC
2023-10-16 00:00:00,Q4 2023,Maintenance,3954,Bank Transfer,Customer Support,Dell Technologies,INV9120,Approved,1270,Abu Dhabi,7,GAL
2023-10-17 00:00:00,Q4 2023,Utilities,8092,Bank Transfer,Research & Development,Amazon,INV9843,Pending,1086,Fujairah,9,Abu Dhabi Aviation
2023-10-18 00:00:00,Q4 2023,Maintenance,3610,Bank Transfer,HR,Dell Technologies,INV2845,Pending,871,Ras Al Khaimah,2,Etihad Engineering
2023-10-18 00:00:00,Q4 2023,Marketing,9862,Bank Transfer,Product Development,Intuit,INV5890,Pending,-410,Ras Al Khaimah,8,AMMROC
2023-10-19 00:00:00,Q4 2023,Utilities,5696,Credit Card,Product Development,Salesforce,INV2102,Pending,831,Abu Dhabi,8,GAL
2023-10-20 00:00:00,Q4 2023,Software Subscriptions,9988,Bank Transfer,HR,Tencent,INV4578,Rejected,1377,Umm Al Quwain,2,Abu Dhabi Aviation
2023-10-23 00:00:00,Q4 2023,Software Subscriptions,8089,Bank Transfer,Operations,Tencent,INV7035,Pending,232,Sharjah,4,Etihad Engineering
2023-10-23 00:00:00,Q4 2023,Utilities,1748,Cash,Customer Support,Microsoft,INV5054,Approved,326,Ras Al Khaimah,7,AMMROC
2023-10-24 00:00:00,Q4 2023,Maintenance,3494,Credit Card,Operations,IBM,INV4648,Pending,418,Abu Dhabi,4,GAL
2023-10-24 00:00:00,Q4 2023,Maintenance,2906,Cash,Operations,IBM,INV1550,Pending,-335,Abu Dhabi,4,Abu Dhabi Aviation
2023-10-26 00:00:00,Q4 2023,Software Subscriptions,7958,Bank Transfer,Sales,Salesforce,INV5758,Approved,394,Sharjah,6,Etihad Engineering
2023-10-26 00:00:00,Q4 2023,Salaries,9307,Bank Transfer,Sales,HP Inc.,INV4328,Rejected,124,Sharjah,6,AMMROC
2023-10-26 00:00:00,Q4 2023,Salaries,3050,Credit Card,Marketing,Alibaba,INV4839,Approved,629,Ajman,3,GAL
2023-10-27 00:00:00,Q4 2023,Maintenance,5542,Credit Card,Research & Development,Oracle,INV7948,Pending,-426,Ras Al Khaimah,9,Abu Dhabi Aviation
2023-10-27 00:00:00,Q4 2023,Maintenance,7135,Cash,HR,Salesforce,INV6654,Approved,-45,Dubai,2,Etihad Engineering
2023-10-29 00:00:00,Q4 2023,Utilities,1902,Cash,Sales,IBM,INV4871,Pending,1444,Sharjah,6,AMMROC
2023-10-29 00:00:00,Q4 2023,Maintenance,6716,Cash,Customer Support,SAP,INV8625,Rejected,323,Sharjah,7,GAL
2023-10-29 00:00:00,Q4 2023,Rent,2834,Bank Transfer,Research & Development,Salesforce,INV6990,Approved,1087,Ras Al Khaimah,9,Abu Dhabi Aviation
2023-10-30 00:00:00,Q4 2023,Software Subscriptions,869,Cash,Marketing,Huawei,INV6995,Rejected,228,Dubai,3,Etihad Engineering
2023-11-01 00:00:00,Q4 2023,Rent,637,Bank Transfer,Marketing,Oracle,INV8314,Approved,1004,Ajman,3,AMMROC
2023-11-01 00:00:00,Q4 2023,Maintenance,1509,Bank Transfer,Customer Support,Amazon,INV2848,Pending,1373,Sharjah,7,GAL
2023-11-02 00:00:00,Q4 2023,Maintenance,6768,Cash,Operations,Salesforce,INV4920,Pending,433,Umm Al Quwain,4,Abu Dhabi Aviation
2023-11-02 00:00:00,Q4 2023,Marketing,2793,Cash,Product Development,Intuit,INV4697,Approved,1079,Dubai,8,Etihad Engineering
2023-11-03 00:00:00,Q4 2023,Maintenance,8264,Bank Transfer,Customer Support,Salesforce,INV5662,Approved,235,Fujairah,7,AMMROC
2023-11-05 00:00:00,Q4 2023,Marketing,3485,Cash,Finance,Oracle,INV7329,Pending,-56,Abu Dhabi,5,GAL
2023-11-06 00:00:00,Q4 2023,Rent,1181,Bank Transfer,Customer Support,Oracle,INV1844,Pending,181,Fujairah,7,Abu Dhabi Aviation
2023-11-06 00:00:00,Q4 2023,Maintenance,6335,Bank Transfer,Marketing,Google,INV6373,Rejected,68,Sharjah,3,Etihad Engineering
2023-11-07 00:00:00,Q4 2023,Salaries,9439,Credit Card,HR,SAP,INV6372,Pending,1,Sharjah,2,AMMROC
2023-11-08 00:00:00,Q4 2023,Marketing,164,Credit Card,Sales,PayPal,INV7723,Rejected,945,Umm Al Quwain,6,GAL
2023-11-08 00:00:00,Q4 2023,Marketing,3681,Credit Card,HR,Cisco Systems,INV9116,Rejected,1409,Sharjah,2,Abu Dhabi Aviation
2023-11-10 00:00:00,Q4 2023,Marketing,735,Cash,Marketing,Salesforce,INV8586,Rejected,1219,Fujairah,3,Etihad Engineering
2023-11-13 00:00:00,Q4 2023,Rent,1121,Bank Transfer,Sales,Oracle,INV8780,Approved,686,Dubai,6,AMMROC
2023-11-14 00:00:00,Q4 2023,Software Subscriptions,1941,Cash,Finance,Microsoft,INV5009,Rejected,858,Abu Dhabi,5,GAL
2023-11-14 00:00:00,Q4 2023,Utilities,8102,Bank Transfer,Product Development,Intel,INV6530,Pending,198,Fujairah,8,Abu Dhabi Aviation
2023-11-15 00:00:00,Q4 2023,Marketing,4877,Credit Card,Research & Development,Huawei,INV7999,Pending,-375,Dubai,9,Etihad Engineering
2023-11-17 00:00:00,Q4 2023,Rent,5332,Cash,Marketing,Intel,INV7846,Approved,938,Ras Al Khaimah,3,AMMROC
2023-11-18 00:00:00,Q4 2023,Marketing,3173,Credit Card,Marketing,Huawei,INV5911,Approved,656,Abu Dhabi,3,GAL
2023-11-18 00:00:00,Q4 2023,Maintenance,1778,Bank Transfer,Marketing,Oracle,INV5442,Approved,892,Ras Al Khaimah,3,Abu Dhabi Aviation
2023-11-20 00:00:00,Q4 2023,Salaries,8915,Bank Transfer,Sales,Intel,INV6095,Pending,528,Sharjah,6,Etihad Engineering
2023-11-21 00:00:00,Q4 2023,Utilities,3772,Credit Card,IT,IBM,INV4082,Pending,1036,Umm Al Quwain,1,AMMROC
2023-11-21 00:00:00,Q4 2023,Marketing,8230,Cash,Customer Support,Alibaba,INV4470,Pending,1468,Abu Dhabi,7,GAL
2023-11-22 00:00:00,Q4 2023,Maintenance,8016,Credit Card,IT,Amazon,INV3421,Pending,697,Abu Dhabi,1,Abu Dhabi Aviation
2023-11-22 00:00:00,Q4 2023,Marketing,8106,Credit Card,Finance,Alibaba,INV9221,Rejected,-162,Sharjah,5,Etihad Engineering
2023-11-23 00:00:00,Q4 2023,Salaries,9535,Cash,Product Development,Adobe Inc.,INV4921,Rejected,-252,Sharjah,8,AMMROC
2023-11-24 00:00:00,Q4 2023,Rent,6836,Bank Transfer,Operations,IBM,INV9609,Approved,10,Dubai,4,GAL
2023-11-24 00:00:00,Q4 2023,Rent,7370,Bank Transfer,Finance,Google,INV9108,Rejected,1048,Ras Al Khaimah,5,Abu Dhabi Aviation
2023-11-24 00:00:00,Q4 2023,Marketing,6685,Credit Card,Operations,Tencent,INV1595,Rejected,896,Sharjah,4,Etihad Engineering
2023-11-25 00:00:00,Q4 2023,Rent,1671,Cash,Operations,Huawei,INV7739,Rejected,1103,Sharjah,4,AMMROC
2023-11-25 00:00:00,Q4 2023,Salaries,9574,Credit Card,Product Development,HP Inc.,INV7666,Rejected,263,Umm Al Quwain,8,GAL
2023-11-26 00:00:00,Q4 2023,Marketing,602,Cash,HR,Amazon,INV6194,Rejected,974,Umm Al Quwain,2,Abu Dhabi Aviation
2023-11-27 00:00:00,Q4 2023,Utilities,4593,Cash,IT,Dell Technologies,INV8239,Pending,1393,Fujairah,1,Etihad Engineering
2023-11-27 00:00:00,Q4 2023,Salaries,4246,Cash,Marketing,SAP,INV9540,Rejected,483,Ras Al Khaimah,3,AMMROC
2023-11-28 00:00:00,Q4 2023,Salaries,5376,Cash,Research & Development,Cisco Systems,INV7765,Rejected,-472,Fujairah,9,GAL
2023-11-29 00:00:00,Q4 2023,Marketing,8438,Cash,Operations,Cisco Systems,INV1111,Approved,424,Umm Al Quwain,4,Abu Dhabi Aviation
2023-11-29 00:00:00,Q4 2023,Software Subscriptions,2658,Bank Transfer,Finance,Intel,INV2946,Approved,-236,Ras Al Khaimah,5,Etihad Engineering
2023-11-30 00:00:00,Q4 2023,Maintenance,7122,Cash,HR,Alibaba,INV1742,Rejected,380,Fujairah,2,AMMROC
2023-12-01 00:00:00,Q4 2023,Marketing,7044,Credit Card,Operations,Dell Technologies,INV9525,Pending,1168,Ajman,4,GAL
2023-12-01 00:00:00,Q4 2023,Software Subscriptions,1793,Cash,HR,Alibaba,INV1944,Approved,-220,Sharjah,2,Abu Dhabi Aviation
2023-12-02 00:00:00,Q4 2023,Maintenance,3940,Bank Transfer,HR,Dell Technologies,INV5735,Pending,1054,Ras Al Khaimah,2,Etihad Engineering
2023-12-03 00:00:00,Q4 2023,Maintenance,5725,Bank Transfer,Operations,Dell Technologies,INV8191,Pending,258,Ras Al Khaimah,4,AMMROC
2023-12-04 00:00:00,Q4 2023,Maintenance,7264,Bank Transfer,Sales,Microsoft,INV8471,Approved,997,Abu Dhabi,6,GAL
2023-12-04 00:00:00,Q4 2023,Marketing,7877,Credit Card,Customer Support,Google,INV5833,Pending,231,Ras Al Khaimah,7,Abu Dhabi Aviation
2023-12-04 00:00:00,Q4 2023,Rent,2300,Credit Card,Marketing,Tencent,INV2011,Approved,10,Ajman,3,Etihad Engineering
2023-12-05 00:00:00,Q4 2023,Software Subscriptions,9431,Bank Transfer,Marketing,Microsoft,INV6697,Rejected,1257,Ras Al Khaimah,3,AMMROC
2023-12-05 00:00:00,Q4 2023,Salaries,4397,Bank Transfer,Sales,Cisco Systems,INV1436,Approved,87,Umm Al Quwain,6,GAL
2023-12-06 00:00:00,Q4 2023,Maintenance,9661,Bank Transfer,Marketing,Huawei,INV4978,Approved,171,Ajman,3,Abu Dhabi Aviation
2023-12-08 00:00:00,Q4 2023,Rent,4100,Cash,HR,HP Inc.,INV6404,Approved,739,Dubai,2,Etihad Engineering
2023-12-08 00:00:00,Q4 2023,Software Subscriptions,8411,Bank Transfer,Product Development,Adobe Inc.,INV9683,Rejected,718,Sharjah,8,AMMROC
2023-12-09 00:00:00,Q4 2023,Software Subscriptions,2182,Credit Card,Finance,Google,INV9000,Rejected,1031,Ajman,5,GAL
2023-12-09 00:00:00,Q4 2023,Salaries,2355,Bank Transfer,IT,HP Inc.,INV7121,Rejected,1302,Dubai,1,Abu Dhabi Aviation
2023-12-09 00:00:00,Q4 2023,Rent,4595,Bank Transfer,Marketing,HP Inc.,INV5739,Pending,-363,Umm Al Quwain,3,Etihad Engineering
2023-12-10 00:00:00,Q4 2023,Marketing,6431,Bank Transfer,Product Development,Alibaba,INV8225,Rejected,294,Ras Al Khaimah,8,AMMROC
2023-12-10 00:00:00,Q4 2023,Maintenance,2086,Cash,Operations,PayPal,INV5064,Rejected,251,Ajman,4,GAL
2023-12-10 00:00:00,Q4 2023,Marketing,953,Credit Card,Customer Support,Alibaba,INV3347,Approved,1375,Ras Al Khaimah,7,Abu Dhabi Aviation
2023-12-11 00:00:00,Q4 2023,Maintenance,5799,Bank Transfer,HR,Intel,INV6375,Rejected,1386,Abu Dhabi,2,Etihad Engineering
2023-12-12 00:00:00,Q4 2023,Software Subscriptions,8196,Bank Transfer,Customer Support,Oracle,INV7868,Pending,858,Dubai,7,AMMROC
2023-12-13 00:00:00,Q4 2023,Marketing,5678,Credit Card,Finance,Accenture,INV5333,Approved,-439,Umm Al Quwain,5,GAL
2023-12-14 00:00:00,Q4 2023,Salaries,2243,Cash,Finance,Microsoft,INV9673,Rejected,-268,Dubai,5,Abu Dhabi Aviation
2023-12-15 00:00:00,Q4 2023,Salaries,5692,Credit Card,Sales,Oracle,INV8739,Pending,672,Abu Dhabi,6,Etihad Engineering
2023-12-15 00:00:00,Q4 2023,Marketing,4736,Credit Card,Research & Development,HP Inc.,INV3249,Pending,323,Umm Al Quwain,9,AMMROC
2023-12-16 00:00:00,Q4 2023,Maintenance,2527,Bank Transfer,Sales,Intel,INV3497,Approved,-473,Ajman,6,GAL
2023-12-16 00:00:00,Q4 2023,Maintenance,1406,Credit Card,Product Development,HP Inc.,INV3252,Approved,385,Fujairah,8,Abu Dhabi Aviation
2023-12-16 00:00:00,Q4 2023,Utilities,7308,Credit Card,Customer Support,Adobe Inc.,INV3481,Pending,1040,Sharjah,7,Etihad Engineering
2023-12-17 00:00:00,Q4 2023,Rent,6284,Credit Card,Research & Development,Microsoft,INV8531,Rejected,655,Dubai,9,AMMROC
2023-12-18 00:00:00,Q4 2023,Salaries,659,Bank Transfer,Operations,Intel,INV2192,Rejected,337,Fujairah,4,GAL
2023-12-19 00:00:00,Q4 2023,Rent,491,Credit Card,HR,Amazon,INV7173,Approved,850,Ajman,2,Abu Dhabi Aviation
2023-12-20 00:00:00,Q4 2023,Rent,2949,Credit Card,Customer Support,Alibaba,INV9147,Rejected,-164,Dubai,7,Etihad Engineering
2023-12-20 00:00:00,Q4 2023,Maintenance,2911,Bank Transfer,Sales,Oracle,INV4027,Pending,428,Ras Al Khaimah,6,AMMROC
2023-12-23 00:00:00,Q4 2023,Salaries,799,Bank Transfer,IT,HP Inc.,INV9835,Rejected,-112,Dubai,1,GAL
2023-12-24 00:00:00,Q4 2023,Marketing,7834,Cash,Research & Development,Intuit,INV7576,Pending,-357,Fujairah,9,Abu Dhabi Aviation
2023-12-26 00:00:00,Q4 2023,Marketing,7949,Cash,Research & Development,IBM,INV3108,Pending,-46,Ras Al Khaimah,9,Etihad Engineering
2023-12-26 00:00:00,Q4 2023,Marketing,8784,Bank Transfer,HR,Adobe Inc.,INV7861,Pending,717,Ras Al Khaimah,2,AMMROC
2023-12-26 00:00:00,Q4 2023,Utilities,517,Bank Transfer,Marketing,PayPal,INV9584,Pending,238,Ras Al Khaimah,3,GAL
2023-12-27 00:00:00,Q4 2023,Rent,6899,Cash,Finance,Salesforce,INV5927,Pending,-141,Umm Al Quwain,5,Abu Dhabi Aviation
2023-12-27 00:00:00,Q4 2023,Maintenance,6973,Cash,Finance,Adobe Inc.,INV2795,Rejected,1366,Sharjah,5,Etihad Engineering
2023-12-28 00:00:00,Q4 2023,Salaries,6584,Bank Transfer,IT,Oracle,INV9743,Approved,579,Umm Al Quwain,1,AMMROC
2023-12-29 00:00:00,Q4 2023,Utilities,6387,Credit Card,Product Development,Oracle,INV9233,Pending,376,Sharjah,8,GAL
